dataset,model,lead_time,service_target,z,P,H,total_cost,holding_cost,shortage_cost,service_level,stockout_rate,avg_inventory,reorder_count,n_instances
store_item_demand,SES,7,0.99,2.3263,5,1,1956.1187491691487,1239.4200316460865,716.6987175230623,0.6608839285714286,0.3391160714285714,44.26500113021738,23.83075,4000
store_item_demand,Seasonal Naive,7,0.99,2.3263,5,1,2028.744177714208,1390.1805511142163,638.5636265999917,0.7048035714285715,0.2951964285714285,49.6493053969363,23.541,4000
store_item_demand,TES,7,0.99,2.3263,5,1,3504.645005293339,2713.564068636561,791.0809366567786,0.7320803571428571,0.2679196428571428,96.91300245130574,22.32125,4000
m5,ARIMA,7,0.99,2.3263,10,1,244.89271341617544,196.9944533865693,47.89826002960614,0.9245446428571428,0.0754553571428571,7.035516192377475,11.14725,4000
m5,CROSTON,7,0.99,2.3263,10,1,222.1915714098253,192.58565408766785,29.60591732215744,0.9580178571428573,0.0419821428571428,6.878059074559566,10.761,4000
m5,DES,7,0.99,2.3263,10,1,326.0136144501991,275.1043329170528,50.90928153314627,0.9251964285714284,0.0748035714285714,9.8251547470376,15.63675,4000
m5,LSTM,7,0.99,2.3263,10,1,199.1223344337957,166.56004761005724,32.56228682373844,0.951625,0.048375,5.948573128930615,15.42475,4000
m5,Moving Average,7,0.99,2.3263,10,1,206.17488054487143,173.39437662318787,32.78050392168358,0.9512589285714286,0.0487410714285714,6.192656307970996,10.61475,4000
m5,Naive,7,0.99,2.3263,10,1,255.98753509325488,190.34252881075315,65.64500628250174,0.9033392857142858,0.0966607142857143,6.797947457526898,9.85275,4000
m5,SBA,7,0.99,2.3263,10,1,211.66253261467625,163.10748338386531,48.5550492308109,0.9349107142857144,0.0650892857142857,5.825267263709476,10.695,4000
m5,SES,7,0.99,2.3263,10,1,206.22680357605756,175.83506670460773,30.39173687144984,0.9555178571428572,0.0444821428571428,6.279823810878846,10.7245,4000
m5,Seasonal Naive,7,0.99,2.3263,10,1,254.83521181853047,222.35631738735188,32.47889443117865,0.9554732142857142,0.0445267857142857,7.941297049548281,10.3685,4000
m5,TES,7,0.99,2.3263,10,1,415.8572860376167,349.24050684941386,66.61677918820288,0.90925,0.09075,12.472875244621925,15.1225,4000
m5,TSB,7,0.99,2.3263,10,1,212.24962585467293,180.8720659014936,31.37755995317928,0.9524642857142857,0.0475357142857142,6.459716639339058,10.61575,4000
store_item_demand,ARIMA,7,0.99,2.3263,10,1,3169.324644901083,1161.6451717925863,2007.6794731084965,0.6165892857142856,0.3834107142857142,41.48732756402093,23.05575,4000
store_item_demand,DES,7,0.99,2.3263,10,1,3392.941714652051,2380.286310405918,1012.655404246133,0.7934910714285713,0.2065089285714285,85.01022537163992,22.84575,4000
store_item_demand,LSTM,7,0.99,2.3263,10,1,2987.234247583191,1191.030793634038,1796.2034539491528,0.586,0.414,42.536814058358495,23.4515,4000
store_item_demand,Moving Average,7,0.99,2.3263,10,1,2562.45458410061,1389.3517183193485,1173.1028657812617,0.7139732142857143,0.2860267857142857,49.61970422569103,23.65475,4000
store_item_demand,Naive,7,0.99,2.3263,10,1,4175.474559290867,860.9781292995067,3314.4964299913595,0.5203035714285714,0.4796964285714286,30.749218903553807,21.12575,4000
store_item_demand,SARIMA,7,0.99,2.3263,10,1,2977.893769380701,1372.1672268820153,1605.726542498686,0.6483125,0.3516875,49.00597238864341,23.03875,4000
store_item_demand,SES,7,0.99,2.3263,10,1,2672.817466692211,1239.4200316460865,1433.3974350461249,0.6608839285714286,0.3391160714285714,44.26500113021738,23.83075,4000
store_item_demand,Seasonal Naive,7,0.99,2.3263,10,1,2667.3078043141995,1390.1805511142163,1277.1272531999834,0.7048035714285715,0.2951964285714285,49.6493053969363,23.541,4000
store_item_demand,TES,7,0.99,2.3263,10,1,4295.725941950117,2713.564068636561,1582.1618733135572,0.7320803571428571,0.2679196428571428,96.91300245130574,22.32125,4000
m5,ARIMA,14,0.9,1.2816,3,1,308.9854864691015,284.6957179672901,24.289768501811416,0.8780446428571429,0.1219553571428571,10.167704213117505,7.78525,4000
m5,CROSTON,14,0.9,1.2816,3,1,277.49830959453413,264.0963005532077,13.402009041326368,0.9393303571428572,0.0606696428571428,9.432010734043136,8.211,4000
m5,DES,14,0.9,1.2816,3,1,426.93830853851847,401.7144609579494,25.223847580569103,0.8826964285714286,0.1173035714285714,14.34694503421248,10.6405,4000
m5,LSTM,14,0.9,1.2816,3,1,229.28324041586995,214.21684619584903,15.066394220020884,0.9316785714285714,0.0683214285714285,7.650601649851751,11.74925,4000
m5,Moving Average,14,0.9,1.2816,3,1,243.56623745131208,228.09506085092707,15.471176600384998,0.9262053571428572,0.0737946428571428,8.146252173247396,7.9095,4000
m5,Naive,14,0.9,1.2816,3,1,310.79600644951915,277.7693551974018,33.02665125211734,0.8406696428571429,0.1593303571428571,9.920334114192922,6.472,4000
m5,SBA,14,0.9,1.2816,3,1,235.0860869608157,212.3315302287996,22.75455673201609,0.9023214285714286,0.0976785714285714,7.583268936742842,8.163,4000
m5,SES,14,0.9,1.2816,3,1,245.86865343729056,231.69604012286504,14.17261331442556,0.933625,0.066375,8.274858575816609,8.10675,4000
m5,Seasonal Naive,14,0.9,1.2816,3,1,277.5965061062648,261.1151640193046,16.481342086960204,0.9260803571428572,0.0739196428571428,9.32554157211802,7.46825,4000
m5,TES,14,0.9,1.2816,3,1,544.6954118154175,512.2696219154427,32.42578989997481,0.8578571428571429,0.1421428571428571,18.29534363983724,10.1375,4000
m5,TSB,14,0.9,1.2816,3,1,258.48940776384654,243.38354353454608,15.105864229300453,0.9262678571428572,0.0737321428571428,8.692269411948075,7.90225,4000
store_item_demand,ARIMA,14,0.9,1.2816,3,1,4795.719197086716,4165.862303638302,629.8568934484144,0.6979910714285714,0.3020089285714286,148.7807965585108,20.6705,4000
store_item_demand,DES,14,0.9,1.2816,3,1,6982.171278774621,6656.0130752732175,326.1582035014037,0.8274196428571429,0.1725803571428571,237.7147526883292,17.3175,4000
store_item_demand,LSTM,14,0.9,1.2816,3,1,5003.383268576485,4581.7878969942185,421.595371582266,0.7215982142857142,0.2784017857142857,163.63528203550774,18.28525,4000
store_item_demand,Moving Average,14,0.9,1.2816,3,1,5229.193446935229,4883.791873750824,345.40157318440595,0.7721339285714287,0.2278660714285714,174.42113834824372,18.45625,4000
store_item_demand,Naive,14,0.9,1.2816,3,1,4267.437902366342,3148.415494833685,1119.0224075326569,0.6109732142857143,0.3890267857142856,112.44341052977444,20.8375,4000
store_item_demand,SARIMA,14,0.9,1.2816,3,1,5414.3661539001705,5012.479951501293,401.8862023988776,0.7604732142857142,0.2395267857142857,179.01714112504618,18.3015,4000
store_item_demand,SES,14,0.9,1.2816,3,1,4943.776931878789,4528.151960838167,415.6249710406221,0.7357053571428571,0.2642946428571428,161.71971288707735,19.34325,4000
store_item_demand,Seasonal Naive,14,0.9,1.2816,3,1,5243.401042818675,4889.444578847744,353.95646397093026,0.7729553571428571,0.2270446428571428,174.62302067313374,18.1815,4000
store_item_demand,TES,14,0.9,1.2816,3,1,7677.134770702362,7186.229166101247,490.905604601116,0.7816696428571429,0.2183303571428571,256.6510416464731,16.76075,4000
m5,ARIMA,14,0.9,1.2816,5,1,325.1786654703091,284.6957179672901,40.48294750301903,0.8780446428571429,0.1219553571428571,10.167704213117505,7.78525,4000
m5,CROSTON,14,0.9,1.2816,5,1,286.4329822887517,264.0963005532077,22.336681735543948,0.9393303571428572,0.0606696428571428,9.432010734043136,8.211,4000
m5,DES,14,0.9,1.2816,5,1,443.75420692556463,401.7144609579494,42.03974596761516,0.8826964285714286,0.1173035714285714,14.34694503421248,10.6405,4000
m5,LSTM,14,0.9,1.2816,5,1,239.3275032292172,214.21684619584903,25.110657033368145,0.9316785714285714,0.0683214285714285,7.650601649851751,11.74925,4000
m5,Moving Average,14,0.9,1.2816,5,1,253.8803551849021,228.09506085092707,25.785294333975,0.9262053571428572,0.0737946428571428,8.146252173247396,7.9095,4000
m5,Naive,14,0.9,1.2816,5,1,332.81377395093074,277.7693551974018,55.04441875352891,0.8406696428571429,0.1593303571428571,9.920334114192922,6.472,4000
m5,SBA,14,0.9,1.2816,5,1,250.2557914488264,212.3315302287996,37.92426122002682,0.9023214285714286,0.0976785714285714,7.583268936742842,8.163,4000
m5,SES,14,0.9,1.2816,5,1,255.3170623135743,231.69604012286504,23.621022190709272,0.933625,0.066375,8.274858575816609,8.10675,4000
m5,Seasonal Naive,14,0.9,1.2816,5,1,288.58406749757154,261.1151640193046,27.46890347826701,0.9260803571428572,0.0739196428571428,9.32554157211802,7.46825,4000
m5,TES,14,0.9,1.2816,5,1,566.3126050820674,512.2696219154427,54.04298316662467,0.8578571428571429,0.1421428571428571,18.29534363983724,10.1375,4000
m5,TSB,14,0.9,1.2816,5,1,268.5599839167135,243.38354353454608,25.17644038216742,0.9262678571428572,0.0737321428571428,8.692269411948075,7.90225,4000
store_item_demand,ARIMA,14,0.9,1.2816,5,1,5215.623792718992,4165.862303638302,1049.7614890806906,0.6979910714285714,0.3020089285714286,148.7807965585108,20.6705,4000
store_item_demand,DES,14,0.9,1.2816,5,1,7199.610081108891,6656.0130752732175,543.5970058356728,0.8274196428571429,0.1725803571428571,237.7147526883292,17.3175,4000
store_item_demand,LSTM,14,0.9,1.2816,5,1,5284.446849631328,4581.7878969942185,702.6589526371099,0.7215982142857142,0.2784017857142857,163.63528203550774,18.28525,4000
store_item_demand,Moving Average,14,0.9,1.2816,5,1,5459.461162391501,4883.791873750824,575.6692886406765,0.7721339285714287,0.2278660714285714,174.42113834824372,18.45625,4000
store_item_demand,Naive,14,0.9,1.2816,5,1,5013.452840721447,3148.415494833685,1865.0373458877616,0.6109732142857143,0.3890267857142856,112.44341052977444,20.8375,4000
store_item_demand,SARIMA,14,0.9,1.2816,5,1,5682.290288832755,5012.479951501293,669.8103373314627,0.7604732142857142,0.2395267857142857,179.01714112504618,18.3015,4000
store_item_demand,SES,14,0.9,1.2816,5,1,5220.860245905869,4528.151960838167,692.7082850677036,0.7357053571428571,0.2642946428571428,161.71971288707735,19.34325,4000
store_item_demand,Seasonal Naive,14,0.9,1.2816,5,1,5479.372018799295,4889.444578847744,589.9274399515505,0.7729553571428571,0.2270446428571428,174.62302067313374,18.1815,4000
store_item_demand,TES,14,0.9,1.2816,5,1,8004.405173769774,7186.229166101247,818.1760076685266,0.7816696428571429,0.2183303571428571,256.6510416464731,16.76075,4000
m5,ARIMA,14,0.9,1.2816,10,1,365.6616129733281,284.6957179672901,80.96589500603805,0.8780446428571429,0.1219553571428571,10.167704213117505,7.78525,4000
m5,CROSTON,14,0.9,1.2816,10,1,308.76966402429565,264.0963005532077,44.673363471087896,0.9393303571428572,0.0606696428571428,9.432010734043136,8.211,4000
m5,DES,14,0.9,1.2816,10,1,485.7939528931798,401.7144609579494,84.07949193523032,0.8826964285714286,0.1173035714285714,14.34694503421248,10.6405,4000
m5,LSTM,14,0.9,1.2816,10,1,264.4381602625853,214.21684619584903,50.22131406673629,0.9316785714285714,0.0683214285714285,7.650601649851751,11.74925,4000
m5,Moving Average,14,0.9,1.2816,10,1,279.6656495188771,228.09506085092707,51.57058866795,0.9262053571428572,0.0737946428571428,8.146252173247396,7.9095,4000
m5,Naive,14,0.9,1.2816,10,1,387.85819270445967,277.7693551974018,110.08883750705782,0.8406696428571429,0.1593303571428571,9.920334114192922,6.472,4000
m5,SBA,14,0.9,1.2816,10,1,288.1800526688532,212.3315302287996,75.84852244005364,0.9023214285714286,0.0976785714285714,7.583268936742842,8.163,4000
m5,SES,14,0.9,1.2816,10,1,278.93808450428355,231.69604012286504,47.24204438141855,0.933625,0.066375,8.274858575816609,8.10675,4000
m5,Seasonal Naive,14,0.9,1.2816,10,1,316.05297097583855,261.1151640193046,54.93780695653401,0.9260803571428572,0.0739196428571428,9.32554157211802,7.46825,4000
m5,TES,14,0.9,1.2816,10,1,620.355588248692,512.2696219154427,108.08596633324936,0.8578571428571429,0.1421428571428571,18.29534363983724,10.1375,4000
m5,TSB,14,0.9,1.2816,10,1,293.73642429888093,243.38354353454608,50.35288076433484,0.9262678571428572,0.0737321428571428,8.692269411948075,7.90225,4000
store_item_demand,ARIMA,14,0.9,1.2816,10,1,6265.385281799683,4165.862303638302,2099.522978161381,0.6979910714285714,0.3020089285714286,148.7807965585108,20.6705,4000
store_item_demand,DES,14,0.9,1.2816,10,1,7743.207086944563,6656.0130752732175,1087.1940116713456,0.8274196428571429,0.1725803571428571,237.7147526883292,17.3175,4000
store_item_demand,LSTM,14,0.9,1.2816,10,1,5987.105802268438,4581.7878969942185,1405.3179052742198,0.7215982142857142,0.2784017857142857,163.63528203550774,18.28525,4000
store_item_demand,Moving Average,14,0.9,1.2816,10,1,6035.130451032177,4883.791873750824,1151.338577281353,0.7721339285714287,0.2278660714285714,174.42113834824372,18.45625,4000
store_item_demand,Naive,14,0.9,1.2816,10,1,6878.490186609208,3148.415494833685,3730.074691775523,0.6109732142857143,0.3890267857142856,112.44341052977444,20.8375,4000
store_item_demand,SARIMA,14,0.9,1.2816,10,1,6352.100626164219,5012.479951501293,1339.6206746629257,0.7604732142857142,0.2395267857142857,179.01714112504618,18.3015,4000
store_item_demand,SES,14,0.9,1.2816,10,1,5913.568530973575,4528.151960838167,1385.4165701354073,0.7357053571428571,0.2642946428571428,161.71971288707735,19.34325,4000
store_item_demand,Seasonal Naive,14,0.9,1.2816,10,1,6069.299458750846,4889.444578847744,1179.854879903101,0.7729553571428571,0.2270446428571428,174.62302067313374,18.1815,4000
store_item_demand,TES,14,0.9,1.2816,10,1,8822.5811814383,7186.229166101247,1636.3520153370532,0.7816696428571429,0.2183303571428571,256.6510416464731,16.76075,4000
m5,ARIMA,14,0.95,1.6449,3,1,324.7390045050513,302.5299898952844,22.20901460976702,0.8898928571428572,0.1101071428571428,10.804642496260156,8.027,4000
m5,CROSTON,14,0.95,1.6449,3,1,296.1302820473322,284.03464083953577,12.095641207796405,0.9465892857142858,0.0534107142857142,10.144094315697703,8.321,4000
m5,DES,14,0.95,1.6449,3,1,445.1869050488116,421.9731869218728,23.21371812693877,0.8931875,0.1068124999999999,15.070470961495456,10.89075,4000
m5,LSTM,14,0.95,1.6449,3,1,247.0327473058425,233.51506641041672,13.51768089542572,0.9407232142857144,0.0592767857142857,8.339823800372026,11.9185,4000
m5,Moving Average,14,0.95,1.6449,3,1,261.4517545524305,247.4695002328444,13.98225431958612,0.9344285714285714,0.0655714285714285,8.838196436887298,8.056,4000
m5,Naive,14,0.95,1.6449,3,1,324.7815202679709,294.2485106455232,30.533009622447764,0.8542946428571428,0.1457053571428571,10.508875380197257,6.77075,4000
m5,SBA,14,0.95,1.6449,3,1,252.01783365129285,231.1964872005554,20.8213464507374,0.9127678571428572,0.0872321428571428,8.257017400019837,8.319,4000
m5,SES,14,0.95,1.6449,3,1,264.04386609304163,251.26170363635808,12.782162456683553,0.9414553571428572,0.0585446428571428,8.973632272727075,8.23575,4000
m5,Seasonal Naive,14,0.95,1.6449,3,1,302.7056405887938,287.6630828024636,15.042557786330194,0.9338928571428572,0.0661071428571428,10.273681528659411,7.60325,4000
m5,TES,14,0.95,1.6449,3,1,565.3075095206807,535.1315273353392,30.175982185341383,0.8694375,0.1305625,19.1118402619764,10.3945,4000
m5,TSB,14,0.95,1.6449,3,1,276.3172228876479,262.70423281474206,13.61299007290585,0.9345,0.0655,9.38229402909793,8.05025,4000
store_item_demand,ARIMA,14,0.95,1.6449,3,1,4802.413686120035,4213.713691899913,588.6999942201218,0.7370625,0.2629375,150.48977471071117,21.53325,4000
store_item_demand,DES,14,0.95,1.6449,3,1,7089.136665837116,6786.678633988511,302.4580318486065,0.8489553571428571,0.1510446428571428,242.38137978530395,17.884,4000
store_item_demand,LSTM,14,0.95,1.6449,3,1,4987.600094517152,4596.979683344303,390.6204111728484,0.7402053571428572,0.2597946428571429,164.17784583372512,19.3985,4000
store_item_demand,Moving Average,14,0.95,1.6449,3,1,5249.72127990542,4943.898402993623,305.822876911796,0.8101160714285713,0.1898839285714285,176.56780010691512,19.52425,4000
store_item_demand,Naive,14,0.95,1.6449,3,1,4266.631943000576,3189.995422912782,1076.636520087795,0.649875,0.3501249999999999,113.92840796117078,21.27425,4000
store_item_demand,SARIMA,14,0.95,1.6449,3,1,5422.6609807593895,5048.50972364069,374.1512571186995,0.7784107142857143,0.2215892857142857,180.3039187014532,19.086,4000
store_item_demand,SES,14,0.95,1.6449,3,1,4945.711476159923,4572.205943578059,373.5055325818638,0.7760714285714285,0.2239285714285714,163.2930694135021,20.56375,4000
store_item_demand,Seasonal Naive,14,0.95,1.6449,3,1,5266.000749673628,4948.6159122294175,317.38483744421006,0.8052410714285715,0.1947589285714285,176.7362825796221,18.97925,4000
store_item_demand,TES,14,0.95,1.6449,3,1,7771.05605804655,7302.982254220505,468.0738038260454,0.7966696428571429,0.2033303571428571,260.82079479358947,17.2775,4000
m5,ARIMA,14,0.95,1.6449,5,1,339.5450142448961,302.5299898952844,37.01502434961171,0.8898928571428572,0.1101071428571428,10.804642496260156,8.027,4000
m5,CROSTON,14,0.95,1.6449,5,1,304.1940428525297,284.03464083953577,20.15940201299401,0.9465892857142858,0.0534107142857142,10.144094315697703,8.321,4000
m5,DES,14,0.95,1.6449,5,1,460.6627171334374,421.9731869218728,38.689530211564616,0.8931875,0.1068124999999999,15.070470961495456,10.89075,4000
m5,LSTM,14,0.95,1.6449,5,1,256.04453456945964,233.51506641041672,22.529468159042867,0.9407232142857144,0.0592767857142857,8.339823800372026,11.9185,4000
m5,Moving Average,14,0.95,1.6449,5,1,270.7732574321546,247.4695002328444,23.3037571993102,0.9344285714285714,0.0655714285714285,8.838196436887298,8.056,4000
m5,Naive,14,0.95,1.6449,5,1,345.1368600162695,294.2485106455232,50.88834937074627,0.8542946428571428,0.1457053571428571,10.508875380197257,6.77075,4000
m5,SBA,14,0.95,1.6449,5,1,265.8987312851178,231.1964872005554,34.70224408456234,0.9127678571428572,0.0872321428571428,8.257017400019837,8.319,4000
m5,SES,14,0.95,1.6449,5,1,272.5653077308307,251.26170363635808,21.303604094472583,0.9414553571428572,0.0585446428571428,8.973632272727075,8.23575,4000
m5,Seasonal Naive,14,0.95,1.6449,5,1,312.7340124463472,287.6630828024636,25.07092964388366,0.9338928571428572,0.0661071428571428,10.273681528659411,7.60325,4000
m5,TES,14,0.95,1.6449,5,1,585.424830977575,535.1315273353392,50.29330364223563,0.8694375,0.1305625,19.1118402619764,10.3945,4000
m5,TSB,14,0.95,1.6449,5,1,285.39254960291845,262.70423281474206,22.68831678817641,0.9345,0.0655,9.38229402909793,8.05025,4000
store_item_demand,ARIMA,14,0.95,1.6449,5,1,5194.880348933449,4213.713691899913,981.1666570335364,0.7370625,0.2629375,150.48977471071117,21.53325,4000
store_item_demand,DES,14,0.95,1.6449,5,1,7290.775353736189,6786.678633988511,504.0967197476774,0.8489553571428571,0.1510446428571428,242.38137978530395,17.884,4000
store_item_demand,LSTM,14,0.95,1.6449,5,1,5248.013701965718,4596.979683344303,651.0340186214141,0.7402053571428572,0.2597946428571429,164.17784583372512,19.3985,4000
store_item_demand,Moving Average,14,0.95,1.6449,5,1,5453.603197846616,4943.898402993623,509.7047948529933,0.8101160714285713,0.1898839285714285,176.56780010691512,19.52425,4000
store_item_demand,Naive,14,0.95,1.6449,5,1,4984.389623059107,3189.995422912782,1794.3942001463247,0.649875,0.3501249999999999,113.92840796117078,21.27425,4000
store_item_demand,SARIMA,14,0.95,1.6449,5,1,5672.095152171856,5048.50972364069,623.5854285311659,0.7784107142857143,0.2215892857142857,180.3039187014532,19.086,4000
store_item_demand,SES,14,0.95,1.6449,5,1,5194.7151645478325,4572.205943578059,622.5092209697731,0.7760714285714285,0.2239285714285714,163.2930694135021,20.56375,4000
store_item_demand,Seasonal Naive,14,0.95,1.6449,5,1,5477.590641303102,4948.6159122294175,528.9747290736835,0.8052410714285715,0.1947589285714285,176.7362825796221,18.97925,4000
store_item_demand,TES,14,0.95,1.6449,5,1,8083.105260597245,7302.982254220505,780.1230063767423,0.7966696428571429,0.2033303571428571,260.82079479358947,17.2775,4000
m5,ARIMA,14,0.95,1.6449,10,1,376.5600385945077,302.5299898952844,74.03004869922341,0.8898928571428572,0.1101071428571428,10.804642496260156,8.027,4000
m5,CROSTON,14,0.95,1.6449,10,1,324.3534448655237,284.03464083953577,40.31880402598802,0.9465892857142858,0.0534107142857142,10.144094315697703,8.321,4000
m5,DES,14,0.95,1.6449,10,1,499.35224734500207,421.9731869218728,77.37906042312923,0.8931875,0.1068124999999999,15.070470961495456,10.89075,4000
m5,LSTM,14,0.95,1.6449,10,1,278.5740027285025,233.51506641041672,45.058936318085735,0.9407232142857144,0.0592767857142857,8.339823800372026,11.9185,4000
m5,Moving Average,14,0.95,1.6449,10,1,294.07701463146475,247.4695002328444,46.6075143986204,0.9344285714285714,0.0655714285714285,8.838196436887298,8.056,4000
m5,Naive,14,0.95,1.6449,10,1,396.0252093870157,294.2485106455232,101.77669874149254,0.8542946428571428,0.1457053571428571,10.508875380197257,6.77075,4000
m5,SBA,14,0.95,1.6449,10,1,300.6009753696801,231.1964872005554,69.40448816912468,0.9127678571428572,0.0872321428571428,8.257017400019837,8.319,4000
m5,SES,14,0.95,1.6449,10,1,293.86891182530326,251.26170363635808,42.60720818894517,0.9414553571428572,0.0585446428571428,8.973632272727075,8.23575,4000
m5,Seasonal Naive,14,0.95,1.6449,10,1,337.8049420902309,287.6630828024636,50.14185928776732,0.9338928571428572,0.0661071428571428,10.273681528659411,7.60325,4000
m5,TES,14,0.95,1.6449,10,1,635.7181346198104,535.1315273353392,100.58660728447126,0.8694375,0.1305625,19.1118402619764,10.3945,4000
m5,TSB,14,0.95,1.6449,10,1,308.08086639109484,262.70423281474206,45.37663357635282,0.9345,0.0655,9.38229402909793,8.05025,4000
store_item_demand,ARIMA,14,0.95,1.6449,10,1,6176.047005966986,4213.713691899913,1962.3333140670727,0.7370625,0.2629375,150.48977471071117,21.53325,4000
store_item_demand,DES,14,0.95,1.6449,10,1,7794.872073483865,6786.678633988511,1008.1934394953548,0.8489553571428571,0.1510446428571428,242.38137978530395,17.884,4000
store_item_demand,LSTM,14,0.95,1.6449,10,1,5899.047720587131,4596.979683344303,1302.0680372428285,0.7402053571428572,0.2597946428571429,164.17784583372512,19.3985,4000
store_item_demand,Moving Average,14,0.95,1.6449,10,1,5963.30799269961,4943.898402993623,1019.4095897059864,0.8101160714285713,0.1898839285714285,176.56780010691512,19.52425,4000
store_item_demand,Naive,14,0.95,1.6449,10,1,6778.783823205431,3189.995422912782,3588.7884002926494,0.649875,0.3501249999999999,113.92840796117078,21.27425,4000
store_item_demand,SARIMA,14,0.95,1.6449,10,1,6295.680580703022,5048.50972364069,1247.1708570623318,0.7784107142857143,0.2215892857142857,180.3039187014532,19.086,4000
store_item_demand,SES,14,0.95,1.6449,10,1,5817.224385517605,4572.205943578059,1245.0184419395462,0.7760714285714285,0.2239285714285714,163.2930694135021,20.56375,4000
store_item_demand,Seasonal Naive,14,0.95,1.6449,10,1,6006.565370376784,4948.6159122294175,1057.949458147367,0.8052410714285715,0.1947589285714285,176.7362825796221,18.97925,4000
store_item_demand,TES,14,0.95,1.6449,10,1,8863.228266973989,7302.982254220505,1560.2460127534846,0.7966696428571429,0.2033303571428571,260.82079479358947,17.2775,4000
m5,ARIMA,14,0.99,2.3263,3,1,358.4474336466285,339.28320684583406,19.164226800794538,0.9076160714285716,0.0923839285714285,12.117257387351216,8.32375,4000
m5,CROSTON,14,0.99,2.3263,3,1,334.60224113608547,323.9880675766624,10.61417355942304,0.9538125,0.0461875,11.57100241345223,8.4325,4000
m5,DES,14,0.99,2.3263,3,1,482.8135467020376,462.7621514974455,20.05139520459216,0.9097857142857144,0.0902142857142857,16.52721969633734,11.214,4000
m5,LSTM,14,0.99,2.3263,3,1,284.24523080350247,272.56372148463305,11.681509318869413,0.9500267857142858,0.0499732142857142,9.73441862445118,12.11075,4000
m5,Moving Average,14,0.99,2.3263,3,1,298.75617628908435,286.578925392923,12.177250896161324,0.9439196428571428,0.0560803571428571,10.234961621175822,8.202,4000
m5,Naive,14,0.99,2.3263,3,1,355.4067669163486,328.79760901866115,26.60915789768745,0.8758571428571429,0.1241428571428571,11.74277175066647,7.167,4000
m5,SBA,14,0.99,2.3263,3,1,287.95752393993047,269.6842457666637,18.27327817326679,0.9248482142857142,0.0751517857142857,9.631580205952275,8.4965,4000
m5,SES,14,0.99,2.3263,3,1,301.7753585599684,290.6373845522218,11.137974007746614,0.9498660714285714,0.0501339285714285,10.379906591150778,8.366,4000
m5,Seasonal Naive,14,0.99,2.3263,3,1,353.20926788923487,339.9547577119455,13.254510177289363,0.9432946428571428,0.0567053571428571,12.141241346855196,7.709,4000
m5,TES,14,0.99,2.3263,3,1,607.4292189254242,580.8756633107253,26.553555614698983,0.8878928571428572,0.1121071428571428,20.745559403954477,10.7625,4000
m5,TSB,14,0.99,2.3263,3,1,313.46761431750593,301.704695245669,11.76291907183688,0.9447053571428572,0.0552946428571428,10.775167687345322,8.2135,4000
store_item_demand,ARIMA,14,0.99,2.3263,3,1,4909.75799511121,4393.612851178823,516.1451439323862,0.8031875,0.1968125,156.91474468495798,22.263,4000
store_item_demand,DES,14,0.99,2.3263,3,1,7342.563058661112,7078.739537213464,263.82352144764843,0.8814375,0.1185625,252.8121263290523,18.34675,4000
store_item_demand,LSTM,14,0.99,2.3263,3,1,5001.172700427154,4665.911683656548,335.2610167706069,0.7909017857142858,0.2090982142857143,166.63970298773387,21.07125,4000
store_item_demand,Moving Average,14,0.99,2.3263,3,1,5388.182927456107,5147.364898249369,240.818029206738,0.8715089285714286,0.1284910714285714,183.8344606517632,20.56925,4000
store_item_demand,Naive,14,0.99,2.3263,3,1,4354.481479357566,3355.935910091465,998.5455692661012,0.7139464285714286,0.2860535714285714,119.85485393183804,21.68475,4000
store_item_demand,SARIMA,14,0.99,2.3263,3,1,5478.564554810643,5153.024666837253,325.5398879733914,0.8220178571428571,0.1779821428571428,184.0365952441876,20.2245,4000
store_item_demand,SES,14,0.99,2.3263,3,1,5053.0925439297225,4752.049937242152,301.0426066875706,0.8442053571428572,0.1557946428571428,169.7160691872197,21.64125,4000
store_item_demand,Seasonal Naive,14,0.99,2.3263,3,1,5389.677516765958,5132.639782128023,257.0377346379344,0.8617589285714286,0.1382410714285714,183.3085636474294,20.065,4000
store_item_demand,TES,14,0.99,2.3263,3,1,7977.962367491018,7550.17710782732,427.78525966369847,0.8253482142857143,0.1746517857142857,269.6491824224043,17.87925,4000
m5,ARIMA,14,0.99,2.3263,5,1,371.2235848471583,339.28320684583406,31.94037800132423,0.9076160714285716,0.0923839285714285,12.117257387351216,8.32375,4000
m5,CROSTON,14,0.99,2.3263,5,1,341.6783568423675,323.9880675766624,17.690289265705065,0.9538125,0.0461875,11.57100241345223,8.4325,4000
m5,DES,14,0.99,2.3263,5,1,496.181143505099,462.7621514974455,33.4189920076536,0.9097857142857144,0.0902142857142857,16.52721969633734,11.214,4000
m5,LSTM,14,0.99,2.3263,5,1,292.0329036827487,272.56372148463305,19.46918219811569,0.9500267857142858,0.0499732142857142,9.73441862445118,12.11075,4000
m5,Moving Average,14,0.99,2.3263,5,1,306.87434355319186,286.578925392923,20.29541816026888,0.9439196428571428,0.0560803571428571,10.234961621175822,8.202,4000
m5,Naive,14,0.99,2.3263,5,1,373.1462055148069,328.79760901866115,44.34859649614574,0.8758571428571429,0.1241428571428571,11.74277175066647,7.167,4000
m5,SBA,14,0.99,2.3263,5,1,300.139709388775,269.6842457666637,30.455463622111317,0.9248482142857142,0.0751517857142857,9.631580205952275,8.4965,4000
